supplier_id,timestamp,category,supplier_program,scope3_emissions,region,market_conditions,energy_mix,supplier_size,baseline_emissions,emission_factor,confidence_score
SUP-0469,2025-09-30,Cat1_Purchased_Goods,1,-44.6,APAC,0.44,0.3,medium,605.0,2.5,0.68
SUP-0470,2025-02-24,Cat1_Purchased_Goods,1,-60.4,EMEA,0.57,0.4,medium,875.0,2.5,0.69
SUP-0471,2025-11-24,Cat11_Use_of_Products,0,25.9,APAC,0.57,0.09,small,421.0,1.8,0.65
SUP-0472,2024-03-11,Cat11_Use_of_Products,1,-98.6,APAC,0.51,0.23,large,1189.0,1.8,0.88
SUP-0473,2024-01-04,Cat1_Purchased_Goods,0,14.5,EMEA,0.38,0.29,small,237.0,2.5,0.83
SUP-0474,2025-05-24,Cat6_Business_Travel,1,-84.8,EU,0.37,0.65,medium,934.0,0.255,0.74
SUP-0475,2025-05-27,Cat1_Purchased_Goods,0,10.7,EU,0.62,0.37,medium,652.0,2.5,0.74
SUP-0476,2024-10-20,Cat1_Purchased_Goods,0,19.2,LATAM,0.68,0.3,small,170.0,2.5,0.79
SUP-0477,2025-12-28,Cat4_Transport,0,1.1,APAC,0.53,0.46,medium,406.0,0.12,0.64
SUP-0478,2025-12-07,Cat11_Use_of_Products,0,18.4,APAC,0.59,0.05,small,285.0,1.8,0.73
SUP-0479,2024-03-24,Cat4_Transport,0,1.4,EU,0.56,0.23,large,1028.0,0.12,0.91
SUP-0480,2024-03-02,Cat11_Use_of_Products,1,-66.3,APAC,0.5,0.05,medium,671.0,1.8,0.8
SUP-0481,2025-03-19,Cat1_Purchased_Goods,0,12.6,APAC,0.62,0.3,medium,650.0,2.5,0.8
SUP-0482,2024-06-19,Cat1_Purchased_Goods,1,-161.9,EU,0.64,0.6,large,1159.0,2.5,0.96
SUP-0483,2024-03-11,Cat11_Use_of_Products,1,-60.4,NA,0.6,0.42,medium,662.0,1.8,0.85
SUP-0484,2025-12-10,Cat6_Business_Travel,0,-15.6,EMEA,0.65,0.22,large,1285.0,0.255,0.76
SUP-0485,2025-03-11,Cat4_Transport,1,-113.3,EU,0.48,0.63,large,1073.0,0.12,0.81
SUP-0486,2025-05-23,Cat1_Purchased_Goods,1,-102.0,LATAM,0.6,0.26,large,1052.0,2.5,0.87
SUP-0487,2024-03-21,Cat1_Purchased_Goods,0,5.7,EMEA,0.52,0.31,small,129.0,2.5,0.8
SUP-0488,2024-07-28,Cat1_Purchased_Goods,1,-101.0,NA,0.42,0.52,large,866.0,2.5,0.89
SUP-0489,2024-07-29,Cat1_Purchased_Goods,1,-73.9,NA,0.48,0.44,medium,905.0,2.5,0.81
SUP-0490,2024-05-25,Cat6_Business_Travel,0,-16.7,LATAM,0.65,0.26,small,529.0,0.255,0.76
SUP-0491,2025-05-22,Cat11_Use_of_Products,0,-17.5,APAC,0.71,0.21,medium,939.0,1.8,0.74
SUP-0492,2024-08-22,Cat1_Purchased_Goods,0,6.5,EU,0.56,0.42,small,346.0,2.5,0.81
SUP-0493,2025-03-25,Cat11_Use_of_Products,0,-2.9,NA,0.72,0.22,medium,939.0,1.8,0.8
SUP-0494,2024-04-28,Cat11_Use_of_Products,1,-67.3,EU,0.37,0.57,medium,592.0,1.8,0.85
SUP-0495,2024-03-14,Cat4_Transport,0,6.9,EU,0.49,0.35,small,374.0,0.12,0.8
SUP-0496,2024-02-21,Cat6_Business_Travel,0,5.7,EU,0.41,0.49,medium,612.0,0.255,0.83
SUP-0497,2024-06-16,Cat1_Purchased_Goods,0,-1.8,APAC,0.47,0.23,medium,810.0,2.5,0.81
SUP-0498,2025-08-11,Cat6_Business_Travel,1,-55.0,NA,0.76,0.28,medium,586.0,0.255,0.79
SUP-0499,2025-07-04,Cat4_Transport,0,25.2,EU,0.24,0.67,small,564.0,0.12,0.56
SUP-0500,2025-06-30,Cat4_Transport,1,-27.9,APAC,0.74,0.29,medium,726.0,0.12,0.75
SUP-0501,2024-03-06,Cat6_Business_Travel,0,-2.3,EMEA,0.59,0.27,small,163.0,0.255,0.76
SUP-0502,2024-11-21,Cat6_Business_Travel,0,-7.4,APAC,0.7,0.29,small,489.0,0.255,0.86
SUP-0503,2025-09-17,Cat4_Transport,0,-10.4,APAC,0.58,0.15,small,547.0,0.12,0.73
SUP-0504,2025-11-18,Cat1_Purchased_Goods,0,6.0,EMEA,0.95,0.6,small,347.0,2.5,0.62
SUP-0505,2024-10-27,Cat1_Purchased_Goods,1,-42.5,APAC,0.41,0.32,medium,827.0,2.5,0.78
SUP-0506,2025-07-18,Cat1_Purchased_Goods,0,18.7,LATAM,0.74,0.13,medium,565.0,2.5,0.71
SUP-0507,2025-01-06,Cat1_Purchased_Goods,1,-89.6,APAC,0.53,0.08,large,955.0,2.5,0.88
SUP-0508,2025-03-22,Cat11_Use_of_Products,0,2.2,EU,0.73,0.44,medium,681.0,1.8,0.76
SUP-0509,2025-08-03,Cat6_Business_Travel,1,-57.8,EMEA,0.7,0.33,medium,977.0,0.255,0.79
SUP-0510,2024-12-11,Cat1_Purchased_Goods,0,-3.3,APAC,0.47,0.26,small,453.0,2.5,0.75
SUP-0511,2024-11-06,Cat6_Business_Travel,1,-102.4,APAC,0.95,0.25,large,1245.0,0.255,0.84
SUP-0512,2025-08-31,Cat1_Purchased_Goods,1,-52.6,APAC,0.78,0.32,small,368.0,2.5,0.71
SUP-0513,2025-08-14,Cat4_Transport,1,-47.4,EMEA,0.58,0.42,small,625.0,0.12,0.73
SUP-0514,2024-06-07,Cat1_Purchased_Goods,0,25.6,LATAM,0.7,0.44,medium,467.0,2.5,0.8
SUP-0515,2025-11-06,Cat1_Purchased_Goods,1,-89.0,NA,0.69,0.51,medium,794.0,2.5,0.75
SUP-0516,2024-05-04,Cat4_Transport,1,-42.3,LATAM,0.75,0.38,medium,806.0,0.12,0.78
SUP-0517,2024-04-26,Cat1_Purchased_Goods,1,-73.6,EU,0.47,0.52,medium,858.0,2.5,0.86
SUP-0518,2025-03-24,Cat11_Use_of_Products,0,22.1,EU,0.5,0.35,large,999.0,1.8,0.75
SUP-0519,2025-12-05,Cat4_Transport,1,-61.7,LATAM,0.63,0.29,medium,840.0,0.12,0.68
SUP-0520,2024-08-02,Cat1_Purchased_Goods,0,10.7,LATAM,0.64,0.14,medium,668.0,2.5,0.81
SUP-0521,2024-11-28,Cat1_Purchased_Goods,0,-10.5,NA,0.57,0.24,small,488.0,2.5,0.81
SUP-0522,2024-06-29,Cat1_Purchased_Goods,0,-12.5,APAC,0.51,0.22,small,209.0,2.5,0.79
SUP-0523,2025-07-14,Cat6_Business_Travel,0,8.7,EU,0.44,0.55,medium,537.0,0.255,0.73
SUP-0524,2024-08-16,Cat4_Transport,0,2.7,LATAM,0.62,0.38,medium,567.0,0.12,0.89
SUP-0525,2024-04-09,Cat1_Purchased_Goods,0,10.5,EMEA,0.53,0.23,small,199.0,2.5,0.88
SUP-0526,2024-09-16,Cat11_Use_of_Products,1,-47.5,APAC,0.42,0.45,small,505.0,1.8,0.8
SUP-0527,2024-11-08,Cat6_Business_Travel,1,-48.3,EU,0.82,0.45,small,314.0,0.255,0.7
SUP-0528,2025-06-25,Cat1_Purchased_Goods,1,-172.8,EU,0.56,0.27,large,1039.0,2.5,0.86
SUP-0529,2025-11-05,Cat1_Purchased_Goods,0,-0.1,LATAM,0.71,0.32,small,441.0,2.5,0.75
SUP-0530,2024-11-25,Cat1_Purchased_Goods,0,-23.7,APAC,0.63,0.32,small,308.0,2.5,0.85
SUP-0531,2025-07-18,Cat11_Use_of_Products,1,-66.3,NA,0.69,0.45,medium,684.0,1.8,0.77
SUP-0532,2025-07-09,Cat1_Purchased_Goods,0,3.1,EMEA,0.77,0.2,small,269.0,2.5,0.77
SUP-0533,2024-11-23,Cat4_Transport,1,-92.3,APAC,0.75,0.05,large,1023.0,0.12,0.9
SUP-0534,2024-08-16,Cat11_Use_of_Products,0,-13.6,APAC,0.66,0.33,small,197.0,1.8,0.72
SUP-0535,2024-09-25,Cat1_Purchased_Goods,0,7.4,EU,0.56,0.47,medium,619.0,2.5,0.94
SUP-0536,2025-11-18,Cat11_Use_of_Products,0,23.8,APAC,0.81,0.33,medium,666.0,1.8,0.7
SUP-0537,2024-07-04,Cat11_Use_of_Products,0,0.9,EMEA,0.93,0.42,medium,494.0,1.8,0.74
SUP-0538,2025-08-23,Cat6_Business_Travel,0,2.4,APAC,0.53,0.34,medium,615.0,0.255,0.79
SUP-0539,2025-09-23,Cat4_Transport,1,-50.7,EMEA,0.52,0.55,medium,307.0,0.12,0.66
SUP-0540,2024-05-08,Cat11_Use_of_Products,0,-4.2,APAC,0.51,0.43,medium,665.0,1.8,0.83
SUP-0541,2025-10-16,Cat1_Purchased_Goods,1,-24.8,NA,0.41,0.2,small,288.0,2.5,0.7
SUP-0542,2025-06-24,Cat4_Transport,0,-4.8,EU,0.53,0.33,large,1119.0,0.12,0.81
SUP-0543,2024-12-27,Cat1_Purchased_Goods,0,-6.2,EU,0.64,0.38,medium,886.0,2.5,0.79
SUP-0544,2024-08-18,Cat11_Use_of_Products,0,-12.1,LATAM,0.72,0.32,small,331.0,1.8,0.82
SUP-0545,2024-04-10,Cat4_Transport,1,-28.2,LATAM,0.59,0.05,small,417.0,0.12,0.94
SUP-0546,2024-01-26,Cat4_Transport,0,6.9,APAC,0.58,0.12,small,420.0,0.12,0.82
SUP-0547,2024-07-23,Cat4_Transport,0,15.8,EU,0.69,0.5,small,405.0,0.12,0.82
SUP-0548,2024-11-27,Cat11_Use_of_Products,1,-45.5,NA,0.63,0.34,small,417.0,1.8,0.79
SUP-0549,2025-11-30,Cat1_Purchased_Goods,0,12.2,NA,0.41,0.43,large,1081.0,2.5,0.81
SUP-0550,2024-02-29,Cat1_Purchased_Goods,1,-72.1,NA,0.58,0.26,medium,873.0,2.5,0.79
SUP-0551,2024-07-04,Cat11_Use_of_Products,0,8.1,APAC,0.2,0.15,medium,639.0,1.8,0.79
SUP-0552,2025-06-13,Cat6_Business_Travel,0,8.6,APAC,0.95,0.3,large,1195.0,0.255,0.77
SUP-0553,2025-03-20,Cat1_Purchased_Goods,0,-4.0,APAC,0.67,0.05,medium,653.0,2.5,0.69
SUP-0554,2025-11-20,Cat1_Purchased_Goods,0,4.9,NA,0.6,0.31,small,131.0,2.5,0.71
SUP-0555,2024-04-12,Cat1_Purchased_Goods,0,20.8,NA,0.55,0.4,medium,459.0,2.5,0.84
SUP-0556,2024-11-10,Cat1_Purchased_Goods,0,5.6,EMEA,0.6,0.34,small,273.0,2.5,0.71
SUP-0557,2024-05-16,Cat1_Purchased_Goods,1,-89.7,APAC,0.54,0.27,large,1150.0,2.5,0.95
SUP-0558,2024-04-09,Cat4_Transport,0,5.3,APAC,0.69,0.23,small,239.0,0.12,0.9
SUP-0559,2024-08-01,Cat11_Use_of_Products,1,-66.3,EMEA,0.27,0.29,medium,897.0,1.8,0.81
SUP-0560,2025-03-14,Cat4_Transport,0,24.9,EU,0.68,0.46,small,254.0,0.12,0.78
SUP-0561,2024-01-15,Cat1_Purchased_Goods,1,-143.9,EU,0.44,0.35,large,982.0,2.5,0.84
SUP-0562,2025-06-04,Cat4_Transport,1,-101.4,EU,0.32,0.35,medium,643.0,0.12,0.74
SUP-0563,2025-02-02,Cat1_Purchased_Goods,0,14.5,APAC,0.69,0.32,small,548.0,2.5,0.82
SUP-0564,2024-10-16,Cat4_Transport,0,-6.6,EMEA,0.75,0.45,small,408.0,0.12,0.66
SUP-0565,2024-10-06,Cat6_Business_Travel,1,-101.4,APAC,0.56,0.19,large,1074.0,0.255,0.89
SUP-0566,2024-10-19,Cat1_Purchased_Goods,0,7.6,LATAM,0.56,0.19,medium,578.0,2.5,0.81
SUP-0567,2024-01-07,Cat4_Transport,1,-44.5,APAC,0.65,0.24,small,599.0,0.12,0.76
SUP-0568,2025-04-15,Cat1_Purchased_Goods,1,-96.4,EMEA,0.65,0.42,large,1350.0,2.5,0.88
SUP-0569,2025-09-11,Cat1_Purchased_Goods,1,-102.8,APAC,0.49,0.21,large,1232.0,2.5,0.85
SUP-0570,2024-01-22,Cat11_Use_of_Products,1,-153.8,EU,0.6,0.42,large,1158.0,1.8,0.98
SUP-0571,2024-12-14,Cat6_Business_Travel,0,10.8,APAC,0.49,0.09,medium,669.0,0.255,0.79
SUP-0572,2025-04-24,Cat1_Purchased_Goods,1,-49.9,LATAM,0.63,0.36,medium,859.0,2.5,0.78
SUP-0573,2024-07-17,Cat6_Business_Travel,0,7.1,APAC,0.75,0.1,large,946.0,0.255,0.88
SUP-0574,2025-11-18,Cat6_Business_Travel,0,-10.8,NA,0.29,0.17,medium,549.0,0.255,0.66
SUP-0575,2025-11-17,Cat1_Purchased_Goods,0,-1.6,APAC,0.44,0.18,medium,871.0,2.5,0.71
SUP-0576,2024-04-24,Cat1_Purchased_Goods,1,-58.0,APAC,0.69,0.17,medium,683.0,2.5,0.89
SUP-0577,2025-07-04,Cat1_Purchased_Goods,0,-5.4,NA,0.82,0.29,small,667.0,2.5,0.7
SUP-0578,2024-06-28,Cat4_Transport,0,11.3,APAC,0.55,0.26,large,1074.0,0.12,0.91
SUP-0579,2025-10-01,Cat4_Transport,0,-0.5,EU,0.69,0.44,large,1064.0,0.12,0.77
SUP-0580,2024-12-10,Cat4_Transport,0,-2.3,APAC,0.41,0.13,small,742.0,0.12,0.77
SUP-0581,2025-12-13,Cat6_Business_Travel,0,19.6,EU,0.87,0.48,medium,848.0,0.255,0.75
SUP-0582,2024-02-16,Cat4_Transport,1,-53.9,APAC,0.74,0.15,medium,569.0,0.12,0.91
SUP-0583,2024-07-22,Cat1_Purchased_Goods,0,3.3,NA,0.77,0.33,medium,861.0,2.5,0.84
SUP-0584,2024-01-20,Cat4_Transport,1,-69.2,EMEA,0.55,0.48,medium,690.0,0.12,0.87
SUP-0585,2024-03-19,Cat1_Purchased_Goods,0,6.3,EU,0.62,0.48,medium,619.0,2.5,0.91
SUP-0586,2024-06-11,Cat1_Purchased_Goods,1,-45.9,NA,0.82,0.35,medium,592.0,2.5,0.78
SUP-0587,2025-09-24,Cat4_Transport,1,-120.0,APAC,0.45,0.27,large,1227.0,0.12,0.8
SUP-0588,2024-07-10,Cat1_Purchased_Goods,1,-78.2,NA,0.89,0.44,medium,534.0,2.5,0.93
SUP-0589,2024-04-27,Cat1_Purchased_Goods,0,-4.3,APAC,0.41,0.15,medium,697.0,2.5,0.85
SUP-0590,2024-11-10,Cat1_Purchased_Goods,0,12.7,EMEA,0.56,0.6,medium,911.0,2.5,0.87
SUP-0591,2024-07-22,Cat4_Transport,0,-6.5,EU,0.59,0.28,medium,1032.0,0.12,0.77
SUP-0592,2025-11-19,Cat6_Business_Travel,0,1.0,NA,0.39,0.47,small,312.0,0.255,0.66
SUP-0593,2025-08-27,Cat4_Transport,0,8.5,EU,0.69,0.53,small,225.0,0.12,0.75
SUP-0594,2024-12-09,Cat6_Business_Travel,0,14.9,LATAM,0.61,0.36,large,863.0,0.255,0.86
SUP-0595,2024-01-29,Cat1_Purchased_Goods,0,12.8,LATAM,0.54,0.43,small,316.0,2.5,0.85
SUP-0596,2025-07-26,Cat11_Use_of_Products,0,28.2,EU,0.6,0.55,large,991.0,1.8,0.74
SUP-0597,2025-03-30,Cat6_Business_Travel,0,3.6,EMEA,0.72,0.25,medium,805.0,0.255,0.68
SUP-0598,2024-02-21,Cat1_Purchased_Goods,0,20.4,NA,0.55,0.55,small,494.0,2.5,0.79
SUP-0599,2024-01-06,Cat1_Purchased_Goods,1,-60.2,APAC,0.83,0.05,medium,786.0,2.5,0.83
SUP-0600,2025-09-23,Cat4_Transport,0,26.5,NA,0.63,0.24,medium,645.0,0.12,0.75
SUP-0601,2024-05-31,Cat4_Transport,1,-57.3,APAC,0.72,0.22,medium,916.0,0.12,0.86
SUP-0602,2024-06-25,Cat1_Purchased_Goods,0,-0.2,APAC,0.91,0.34,large,712.0,2.5,0.82
SUP-0603,2024-06-03,Cat1_Purchased_Goods,0,2.6,LATAM,0.64,0.24,small,488.0,2.5,0.7
SUP-0604,2024-02-20,Cat6_Business_Travel,0,-1.0,NA,0.71,0.33,medium,805.0,0.255,0.94
SUP-0605,2024-05-20,Cat1_Purchased_Goods,1,-33.4,APAC,0.63,0.35,medium,662.0,2.5,0.86
SUP-0606,2025-02-18,Cat4_Transport,0,-0.9,APAC,0.46,0.09,small,535.0,0.12,0.66
SUP-0607,2024-03-24,Cat1_Purchased_Goods,0,-21.0,NA,0.54,0.26,small,114.0,2.5,0.79
SUP-0608,2024-05-27,Cat1_Purchased_Goods,0,14.8,LATAM,0.7,0.22,medium,676.0,2.5,0.87
SUP-0609,2024-07-26,Cat4_Transport,0,-2.3,APAC,0.92,0.3,small,583.0,0.12,0.78
SUP-0610,2024-06-13,Cat1_Purchased_Goods,1,-44.1,APAC,0.7,0.32,medium,544.0,2.5,0.81
SUP-0611,2025-03-01,Cat1_Purchased_Goods,0,-4.1,APAC,0.51,0.36,medium,551.0,2.5,0.87
SUP-0612,2025-01-27,Cat6_Business_Travel,1,-127.8,NA,0.48,0.27,large,965.0,0.255,0.77
SUP-0613,2024-10-25,Cat6_Business_Travel,0,20.7,EU,0.57,0.26,small,353.0,0.255,0.81
SUP-0614,2024-11-23,Cat11_Use_of_Products,1,-126.2,EU,0.57,0.43,large,873.0,1.8,0.92
SUP-0615,2025-02-05,Cat1_Purchased_Goods,0,10.4,EMEA,0.71,0.43,medium,714.0,2.5,0.83
SUP-0616,2024-02-11,Cat11_Use_of_Products,1,-22.8,APAC,0.5,0.05,small,159.0,1.8,0.84
SUP-0617,2024-07-09,Cat4_Transport,0,29.3,APAC,0.5,0.27,small,579.0,0.12,0.88
SUP-0618,2024-06-12,Cat1_Purchased_Goods,0,5.6,EU,0.66,0.25,large,942.0,2.5,0.93
SUP-0619,2024-04-15,Cat4_Transport,1,-76.3,EU,0.37,0.53,medium,696.0,0.12,0.89
SUP-0620,2024-11-12,Cat1_Purchased_Goods,1,-37.6,NA,0.73,0.31,small,234.0,2.5,0.85
SUP-0621,2024-04-08,Cat11_Use_of_Products,1,-98.0,APAC,0.41,0.28,large,1274.0,1.8,0.88
SUP-0622,2025-07-13,Cat1_Purchased_Goods,0,2.6,APAC,0.88,0.3,small,376.0,2.5,0.7
SUP-0623,2025-12-06,Cat11_Use_of_Products,0,8.0,APAC,0.71,0.2,small,316.0,1.8,0.67
SUP-0624,2024-11-20,Cat4_Transport,1,-77.4,EU,0.27,0.37,medium,500.0,0.12,0.82
SUP-0625,2025-02-17,Cat1_Purchased_Goods,0,-3.5,EMEA,0.67,0.31,medium,479.0,2.5,0.77
SUP-0626,2024-02-16,Cat4_Transport,0,-5.8,NA,0.69,0.37,small,401.0,0.12,0.82
SUP-0627,2024-08-17,Cat1_Purchased_Goods,1,-135.0,EU,0.49,0.53,large,1268.0,2.5,0.89
SUP-0628,2024-09-26,Cat1_Purchased_Goods,0,-23.1,EU,0.72,0.43,medium,239.0,2.5,0.79
SUP-0629,2024-09-09,Cat4_Transport,0,-27.9,EU,0.7,0.38,small,134.0,0.12,0.76
SUP-0630,2025-11-07,Cat4_Transport,1,-123.2,EU,0.5,0.49,large,1305.0,0.12,0.8
SUP-0631,2024-07-31,Cat4_Transport,1,-91.8,EMEA,0.43,0.54,large,1138.0,0.12,0.9
SUP-0632,2024-04-15,Cat1_Purchased_Goods,0,-2.6,EU,0.7,0.58,medium,695.0,2.5,0.92
SUP-0633,2024-05-21,Cat4_Transport,0,0.3,APAC,0.52,0.3,small,313.0,0.12,0.9
SUP-0634,2024-09-20,Cat11_Use_of_Products,0,-10.7,EU,0.87,0.34,medium,536.0,1.8,0.88
SUP-0635,2025-08-28,Cat4_Transport,1,-54.1,NA,0.66,0.2,medium,593.0,0.12,0.65
SUP-0636,2025-08-09,Cat1_Purchased_Goods,1,-73.7,EU,0.48,0.67,medium,758.0,2.5,0.74
SUP-0637,2024-05-12,Cat1_Purchased_Goods,1,-60.1,NA,0.48,0.26,medium,398.0,2.5,0.89
SUP-0638,2024-12-26,Cat11_Use_of_Products,0,-10.6,APAC,0.42,0.06,medium,809.0,1.8,0.71
SUP-0639,2024-04-20,Cat1_Purchased_Goods,0,3.7,EU,0.71,0.38,small,226.0,2.5,0.74
SUP-0640,2025-04-13,Cat1_Purchased_Goods,0,25.4,EU,0.65,0.35,large,1065.0,2.5,0.81
SUP-0641,2025-12-19,Cat1_Purchased_Goods,1,-140.8,EU,0.67,0.34,large,1342.0,2.5,0.87
SUP-0642,2024-12-29,Cat11_Use_of_Products,0,9.6,EMEA,0.37,0.3,large,1190.0,1.8,0.84
SUP-0643,2024-12-17,Cat4_Transport,0,-18.8,EU,0.61,0.58,small,323.0,0.12,0.63
SUP-0644,2025-03-09,Cat4_Transport,1,-64.1,EMEA,0.25,0.59,medium,556.0,0.12,0.68
SUP-0645,2024-10-09,Cat1_Purchased_Goods,1,-61.6,EMEA,0.7,0.28,medium,462.0,2.5,0.83
SUP-0646,2024-07-10,Cat4_Transport,1,-55.4,LATAM,0.83,0.23,medium,878.0,0.12,0.83
SUP-0647,2024-01-17,Cat1_Purchased_Goods,1,-86.4,EU,0.67,0.57,medium,775.0,2.5,0.85
SUP-0648,2024-05-14,Cat11_Use_of_Products,1,-39.5,EU,0.51,0.43,small,643.0,1.8,0.86
SUP-0649,2025-01-27,Cat1_Purchased_Goods,0,-3.2,EU,0.59,0.64,medium,706.0,2.5,0.83
SUP-0650,2025-11-03,Cat1_Purchased_Goods,1,-43.7,EU,0.63,0.69,small,387.0,2.5,0.79
SUP-0651,2024-11-08,Cat6_Business_Travel,1,-137.5,EU,0.7,0.59,large,1085.0,0.255,0.87
SUP-0652,2024-06-11,Cat4_Transport,1,-92.7,APAC,0.53,0.1,large,1066.0,0.12,0.93
SUP-0653,2025-10-20,Cat1_Purchased_Goods,1,-40.3,APAC,0.84,0.32,medium,886.0,2.5,0.75
SUP-0654,2024-03-13,Cat1_Purchased_Goods,1,-56.5,APAC,0.74,0.38,medium,578.0,2.5,0.84
SUP-0655,2024-12-21,Cat4_Transport,0,4.6,APAC,0.7,0.34,small,709.0,0.12,0.8
SUP-0656,2024-03-29,Cat4_Transport,0,-0.8,APAC,0.2,0.3,medium,893.0,0.12,0.81
SUP-0657,2025-06-03,Cat4_Transport,0,23.7,NA,0.56,0.41,medium,625.0,0.12,0.77
SUP-0658,2025-11-22,Cat1_Purchased_Goods,0,-8.7,LATAM,0.34,0.34,medium,710.0,2.5,0.71
SUP-0659,2024-02-16,Cat1_Purchased_Goods,0,1.6,EMEA,0.69,0.31,small,421.0,2.5,0.86
SUP-0660,2024-07-26,Cat1_Purchased_Goods,1,-145.3,EU,0.73,0.5,large,1057.0,2.5,0.97
SUP-0661,2024-06-13,Cat11_Use_of_Products,0,4.7,EU,0.66,0.4,medium,824.0,1.8,0.88
SUP-0662,2025-01-29,Cat1_Purchased_Goods,1,-70.8,NA,0.54,0.42,medium,456.0,2.5,0.79
SUP-0663,2025-10-01,Cat11_Use_of_Products,1,-66.3,NA,0.58,0.36,medium,518.0,1.8,0.8
SUP-0664,2024-02-29,Cat6_Business_Travel,0,9.8,LATAM,0.76,0.33,large,1111.0,0.255,0.92
SUP-0665,2024-09-24,Cat1_Purchased_Goods,0,2.0,APAC,0.41,0.25,small,493.0,2.5,0.7
SUP-0666,2025-02-16,Cat4_Transport,1,-104.7,EMEA,0.38,0.29,large,967.0,0.12,0.81
SUP-0667,2024-06-26,Cat6_Business_Travel,1,-93.4,EU,0.46,0.48,medium,975.0,0.255,0.87
SUP-0668,2025-01-16,Cat1_Purchased_Goods,0,11.9,APAC,0.51,0.16,medium,614.0,2.5,0.83
SUP-0669,2024-08-24,Cat11_Use_of_Products,0,-7.4,EU,0.6,0.31,small,347.0,1.8,0.72
SUP-0670,2024-11-26,Cat4_Transport,0,4.4,NA,0.62,0.32,medium,745.0,0.12,0.77
SUP-0671,2024-05-26,Cat1_Purchased_Goods,1,-91.0,EMEA,0.66,0.43,large,1125.0,2.5,0.93
SUP-0672,2025-11-10,Cat4_Transport,1,-79.7,NA,0.82,0.38,medium,865.0,0.12,0.71
SUP-0673,2025-10-14,Cat4_Transport,0,-4.9,APAC,0.88,0.32,small,277.0,0.12,0.57
SUP-0674,2025-11-18,Cat1_Purchased_Goods,1,-25.3,LATAM,0.7,0.38,medium,747.0,2.5,0.67
SUP-0675,2024-06-12,Cat1_Purchased_Goods,1,-79.6,APAC,0.58,0.15,medium,611.0,2.5,0.88
SUP-0676,2024-02-21,Cat1_Purchased_Goods,1,-66.3,APAC,0.53,0.32,medium,736.0,2.5,0.84
SUP-0677,2024-09-16,Cat1_Purchased_Goods,1,-49.7,APAC,0.65,0.33,medium,331.0,2.5,0.78
SUP-0678,2025-07-24,Cat1_Purchased_Goods,1,-144.3,EU,0.46,0.49,large,988.0,2.5,0.82
SUP-0679,2024-06-24,Cat1_Purchased_Goods,0,-15.5,APAC,0.48,0.29,medium,563.0,2.5,0.82
SUP-0680,2025-08-22,Cat1_Purchased_Goods,0,4.4,APAC,0.76,0.38,small,452.0,2.5,0.72
SUP-0681,2025-11-03,Cat11_Use_of_Products,0,0.4,LATAM,0.23,0.34,small,530.0,1.8,0.67
SUP-0682,2025-07-17,Cat4_Transport,0,6.2,EU,0.46,0.51,medium,951.0,0.12,0.75
SUP-0683,2025-04-14,Cat1_Purchased_Goods,0,4.7,APAC,0.67,0.09,small,414.0,2.5,0.61
SUP-0684,2024-04-30,Cat11_Use_of_Products,0,7.9,EU,0.47,0.53,medium,437.0,1.8,0.87
SUP-0685,2024-03-02,Cat6_Business_Travel,0,8.8,NA,0.5,0.48,medium,565.0,0.255,0.88
SUP-0686,2025-01-21,Cat11_Use_of_Products,1,-29.6,APAC,0.52,0.38,small,154.0,1.8,0.73
SUP-0687,2024-03-25,Cat4_Transport,1,-38.8,LATAM,0.41,0.25,medium,240.0,0.12,0.85
SUP-0688,2025-05-04,Cat1_Purchased_Goods,0,-5.8,EMEA,0.69,0.37,medium,721.0,2.5,0.79
SUP-0689,2025-02-24,Cat4_Transport,0,-6.1,NA,0.81,0.37,small,574.0,0.12,0.74
SUP-0690,2024-01-31,Cat11_Use_of_Products,0,10.2,APAC,0.54,0.11,large,1084.0,1.8,0.98
SUP-0691,2024-02-28,Cat1_Purchased_Goods,1,-54.4,APAC,0.9,0.3,medium,793.0,2.5,0.92
SUP-0692,2025-05-27,Cat1_Purchased_Goods,0,3.0,NA,0.62,0.19,large,1117.0,2.5,0.8
SUP-0693,2025-11-20,Cat1_Purchased_Goods,1,-103.9,APAC,0.45,0.32,large,1018.0,2.5,0.74
SUP-0694,2025-03-12,Cat1_Purchased_Goods,0,0.7,EU,0.36,0.59,large,1052.0,2.5,0.86
SUP-0695,2024-09-24,Cat4_Transport,1,-76.8,EU,0.72,0.49,medium,672.0,0.12,0.85
SUP-0696,2025-09-03,Cat11_Use_of_Products,1,-88.6,EU,0.44,0.43,medium,724.0,1.8,0.77
SUP-0697,2025-09-03,Cat6_Business_Travel,0,3.8,APAC,0.8,0.28,medium,893.0,0.255,0.72
SUP-0698,2024-04-04,Cat1_Purchased_Goods,1,-65.2,APAC,0.68,0.05,medium,894.0,2.5,0.94
SUP-0699,2024-10-19,Cat4_Transport,1,-94.4,NA,0.61,0.47,large,1253.0,0.12,0.92
SUP-0700,2024-06-05,Cat11_Use_of_Products,0,7.3,NA,0.42,0.55,small,444.0,1.8,0.75
SUP-0701,2025-04-30,Cat6_Business_Travel,0,15.3,APAC,0.45,0.28,medium,620.0,0.255,0.72
SUP-0702,2025-05-31,Cat1_Purchased_Goods,1,-46.5,LATAM,0.65,0.45,medium,932.0,2.5,0.72
