supplier_id,supplier_region,supplier_tier,operational_maturity,inventory_days,climate_stress_index,disruption_risk_percent
SUP-0834,EMEA,Tier 2,37.1,29.9,4.37,2.91
SUP-0835,APAC,Tier 3,35.2,9.8,6.34,28.09
SUP-0836,APAC,Tier 3,50.9,10.3,3.58,12.06
SUP-0837,APAC,Tier 3,31.8,12.4,1.16,0.0
SUP-0838,LATAM,Tier 2,40.6,21.6,2.29,1.92
SUP-0839,APAC,Tier 3,42.2,7.2,6.88,33.75
SUP-0840,NAM,Tier 3,54.9,27.6,3.86,0.0
SUP-0841,APAC,Tier 1,61.1,8.1,5.14,0.0
SUP-0842,EMEA,Tier 1,75.2,9.4,2.0,0.0
SUP-0843,APAC,Tier 3,26.1,28.0,2.72,14.25
SUP-0844,NAM,Tier 2,57.5,40.7,5.89,10.69
SUP-0845,LATAM,Tier 3,63.0,28.2,6.48,16.96
SUP-0846,NAM,Tier 3,41.7,24.9,5.53,6.94
SUP-0847,APAC,Tier 3,20.0,60.0,6.24,34.92
SUP-0848,APAC,Tier 1,76.2,25.1,5.04,0.0
SUP-0849,EMEA,Tier 1,83.1,14.4,1.79,0.0
SUP-0850,EMEA,Tier 2,38.9,23.1,7.24,14.02
SUP-0851,EMEA,Tier 3,51.5,9.8,5.5,6.34
SUP-0852,LATAM,Tier 3,66.8,7.9,5.03,10.03
SUP-0853,NAM,Tier 2,42.3,38.9,2.5,0.0
SUP-0854,APAC,Tier 3,27.3,8.6,9.14,48.52
SUP-0855,NAM,Tier 1,67.4,22.4,3.99,0.0
SUP-0856,EMEA,Tier 2,70.3,8.8,5.64,8.62
SUP-0857,NAM,Tier 2,34.3,20.3,3.98,7.38
SUP-0858,EMEA,Tier 2,61.3,48.5,6.42,13.07
SUP-0859,EMEA,Tier 2,32.8,8.1,3.11,6.98
SUP-0860,NAM,Tier 3,46.0,8.5,0.0,0.0
SUP-0861,EMEA,Tier 1,85.5,5.2,3.91,0.0
SUP-0862,APAC,Tier 2,54.8,30.3,5.29,18.06
SUP-0863,NAM,Tier 3,38.8,22.8,2.67,0.0
SUP-0864,EMEA,Tier 3,21.8,45.3,2.72,3.6
SUP-0865,APAC,Tier 2,84.2,24.7,1.47,0.0
SUP-0866,APAC,Tier 3,41.6,30.4,8.28,37.67
SUP-0867,NAM,Tier 2,94.6,10.6,3.5,0.0
SUP-0868,LATAM,Tier 2,65.6,7.8,9.31,21.16
SUP-0869,EMEA,Tier 2,51.3,35.1,2.67,0.0
SUP-0870,APAC,Tier 3,35.4,19.6,8.83,38.63
SUP-0871,APAC,Tier 1,84.4,72.5,6.46,0.0
SUP-0872,NAM,Tier 3,55.4,24.1,6.21,8.82
SUP-0873,LATAM,Tier 2,43.2,31.4,2.93,5.01
SUP-0874,NAM,Tier 2,33.3,5.4,3.03,0.0
SUP-0875,NAM,Tier 3,26.3,39.9,3.62,9.38
SUP-0876,EMEA,Tier 3,46.9,12.4,2.86,8.32
SUP-0877,EMEA,Tier 2,45.6,63.8,6.61,6.98
SUP-0878,APAC,Tier 3,35.9,37.7,6.69,28.32
SUP-0879,LATAM,Tier 1,81.5,8.2,9.78,15.37
SUP-0880,EMEA,Tier 1,80.8,26.9,4.02,0.0
SUP-0881,APAC,Tier 1,100.0,28.1,8.69,0.03
SUP-0882,APAC,Tier 1,54.3,46.2,6.45,0.12
SUP-0883,LATAM,Tier 2,60.4,6.5,2.27,0.0
SUP-0884,EMEA,Tier 3,45.0,17.1,4.63,7.01
SUP-0885,APAC,Tier 2,60.7,6.9,7.71,19.93
SUP-0886,LATAM,Tier 1,66.5,46.6,4.19,0.0
SUP-0887,NAM,Tier 3,35.1,13.8,2.67,8.73
SUP-0888,EMEA,Tier 2,65.1,7.7,4.57,1.18
SUP-0889,NAM,Tier 2,70.3,8.5,6.06,8.46
SUP-0890,NAM,Tier 2,64.7,20.3,4.04,3.06
SUP-0891,APAC,Tier 2,50.1,18.5,6.06,17.0
SUP-0892,APAC,Tier 2,96.3,10.4,4.89,0.0
SUP-0893,APAC,Tier 1,91.8,10.5,5.27,0.0
SUP-0894,NAM,Tier 2,62.3,21.0,0.1,0.0
SUP-0895,LATAM,Tier 2,24.3,11.0,4.47,7.87
SUP-0896,EMEA,Tier 2,76.4,13.3,2.96,0.0
SUP-0897,EMEA,Tier 1,74.5,43.3,4.41,0.0
SUP-0898,APAC,Tier 3,54.4,7.7,4.94,16.95
SUP-0899,NAM,Tier 1,50.1,62.6,3.87,0.0
SUP-0900,LATAM,Tier 2,68.9,26.5,2.9,0.0
SUP-0901,NAM,Tier 1,72.2,155.5,5.18,0.0
SUP-0902,APAC,Tier 2,48.0,14.4,3.98,8.26
SUP-0903,NAM,Tier 1,94.0,7.2,5.37,0.0
SUP-0904,EMEA,Tier 3,20.0,7.3,2.74,11.52
SUP-0905,NAM,Tier 2,60.9,18.4,5.06,3.41
SUP-0906,APAC,Tier 2,68.1,7.9,7.4,16.07
SUP-0907,APAC,Tier 2,59.0,14.3,5.35,1.57
SUP-0908,APAC,Tier 3,47.2,6.1,4.46,16.78
SUP-0909,APAC,Tier 3,63.9,8.7,4.28,5.12
SUP-0910,APAC,Tier 2,44.8,7.9,7.44,26.84
SUP-0911,EMEA,Tier 3,33.0,60.4,2.1,2.4
SUP-0912,NAM,Tier 3,33.4,55.5,7.22,21.08
SUP-0913,LATAM,Tier 2,58.8,13.2,3.86,1.94
SUP-0914,APAC,Tier 1,44.7,34.6,3.26,0.0
SUP-0915,APAC,Tier 2,60.7,8.3,6.79,21.46
SUP-0916,NAM,Tier 2,59.0,7.6,2.35,1.31
SUP-0917,LATAM,Tier 3,20.0,8.8,7.13,36.6
SUP-0918,EMEA,Tier 3,70.0,33.3,4.41,0.0
SUP-0919,EMEA,Tier 3,50.5,6.8,1.22,0.0
SUP-0920,APAC,Tier 1,86.4,24.3,1.12,0.0
SUP-0921,NAM,Tier 1,77.1,43.1,4.01,0.0
SUP-0922,LATAM,Tier 1,84.7,13.6,2.2,0.0
SUP-0923,EMEA,Tier 2,73.0,14.1,3.03,0.0
SUP-0924,EMEA,Tier 3,56.8,9.7,5.74,17.23
SUP-0925,APAC,Tier 3,48.0,17.0,4.86,12.37
SUP-0926,LATAM,Tier 2,45.2,30.8,4.53,13.34
SUP-0927,APAC,Tier 2,44.7,35.1,3.48,0.0
SUP-0928,APAC,Tier 2,75.7,14.0,5.73,17.02
SUP-0929,APAC,Tier 2,59.4,59.2,6.63,21.56
SUP-0930,EMEA,Tier 1,72.9,20.8,8.58,0.0
SUP-0931,NAM,Tier 3,41.6,15.5,2.69,2.81
SUP-0932,NAM,Tier 3,55.7,10.6,10.0,30.08
SUP-0933,NAM,Tier 2,62.8,11.7,5.47,0.0
SUP-0934,EMEA,Tier 3,34.0,11.4,3.52,9.05
SUP-0935,EMEA,Tier 1,74.3,19.6,3.95,0.0
SUP-0936,LATAM,Tier 3,20.0,63.0,9.08,44.2
SUP-0937,APAC,Tier 2,57.8,17.7,10.0,25.25
SUP-0938,APAC,Tier 1,89.3,26.8,5.53,0.0
SUP-0939,LATAM,Tier 2,52.2,5.8,6.46,19.59
SUP-0940,LATAM,Tier 3,55.7,5.6,9.79,42.14
SUP-0941,EMEA,Tier 3,20.8,32.1,4.8,8.22
SUP-0942,NAM,Tier 2,67.4,98.4,6.14,2.0
SUP-0943,APAC,Tier 2,28.0,43.9,6.96,26.53
SUP-0944,NAM,Tier 3,26.8,19.4,1.76,7.52
SUP-0945,APAC,Tier 1,64.2,16.1,6.99,5.15
SUP-0946,EMEA,Tier 2,54.7,6.2,4.38,0.36
SUP-0947,NAM,Tier 3,20.6,34.1,5.22,12.07
SUP-0948,EMEA,Tier 3,45.6,34.8,5.87,22.56
SUP-0949,NAM,Tier 1,100.0,20.1,5.91,0.0
SUP-0950,LATAM,Tier 2,56.3,41.8,3.57,3.22
SUP-0951,NAM,Tier 3,40.8,15.4,3.77,6.65
SUP-0952,APAC,Tier 3,33.5,59.4,5.64,27.88
SUP-0953,EMEA,Tier 3,62.9,74.4,4.6,2.9
SUP-0954,APAC,Tier 1,53.9,23.0,5.66,16.09
SUP-0955,NAM,Tier 1,65.0,18.5,3.73,0.0
SUP-0956,APAC,Tier 3,21.3,15.6,7.13,37.63
SUP-0957,NAM,Tier 2,40.9,35.3,3.45,1.62
SUP-0958,NAM,Tier 3,47.2,43.6,4.2,4.95
SUP-0959,EMEA,Tier 3,47.1,37.1,0.64,0.0
SUP-0960,EMEA,Tier 3,34.6,36.5,2.48,0.0
SUP-0961,EMEA,Tier 3,60.9,51.4,3.55,0.0
SUP-0962,EMEA,Tier 3,79.1,9.2,2.1,0.0
SUP-0963,NAM,Tier 3,20.0,19.0,3.63,8.0
SUP-0964,APAC,Tier 2,53.6,33.6,5.53,6.58
SUP-0965,NAM,Tier 3,66.1,67.1,2.47,0.0
SUP-0966,NAM,Tier 3,38.8,28.9,2.01,0.0
SUP-0967,APAC,Tier 3,61.4,5.1,5.94,19.08
SUP-0968,LATAM,Tier 2,70.6,47.7,1.09,0.0
SUP-0969,APAC,Tier 2,45.7,6.0,6.61,17.85
SUP-0970,APAC,Tier 2,70.4,32.6,4.83,0.0
SUP-0971,APAC,Tier 3,39.8,22.4,10.0,54.37
SUP-0972,APAC,Tier 3,29.6,7.8,5.62,32.23
SUP-0973,APAC,Tier 3,45.9,33.9,6.08,21.68
SUP-0974,NAM,Tier 2,81.8,7.4,4.03,0.0
SUP-0975,APAC,Tier 3,20.0,8.8,6.7,42.59
SUP-0976,APAC,Tier 3,29.2,26.9,4.99,34.17
SUP-0977,APAC,Tier 3,50.9,22.7,5.3,14.54
SUP-0978,EMEA,Tier 3,59.6,11.2,3.77,6.63
SUP-0979,LATAM,Tier 3,42.0,44.2,3.07,3.39
SUP-0980,NAM,Tier 2,42.7,7.9,1.73,0.32
SUP-0981,APAC,Tier 2,29.1,32.4,6.04,22.85
SUP-0982,APAC,Tier 3,61.4,10.7,4.4,13.23
SUP-0983,APAC,Tier 3,59.5,20.0,3.1,6.75
SUP-0984,LATAM,Tier 2,32.9,20.7,2.47,6.9
SUP-0985,EMEA,Tier 3,28.8,32.0,1.37,5.93
SUP-0986,EMEA,Tier 2,78.6,14.5,4.71,0.0
SUP-0987,EMEA,Tier 3,20.0,20.8,5.19,20.85
SUP-0988,NAM,Tier 2,67.9,43.9,5.11,0.0
SUP-0989,APAC,Tier 2,52.5,11.9,4.96,16.59
SUP-0990,APAC,Tier 1,60.1,70.2,4.98,0.0
SUP-0991,NAM,Tier 3,65.6,13.5,4.45,0.0
SUP-0992,LATAM,Tier 1,86.3,18.0,5.42,0.0
SUP-0993,APAC,Tier 2,44.5,6.8,6.01,24.25
SUP-0994,LATAM,Tier 2,43.4,8.6,4.0,12.91
SUP-0995,LATAM,Tier 3,35.0,10.3,4.31,21.54
SUP-0996,NAM,Tier 3,29.2,16.2,4.86,21.88
SUP-0997,APAC,Tier 3,31.5,6.1,4.95,13.22
SUP-0998,APAC,Tier 2,64.2,60.8,6.25,12.19
SUP-0999,APAC,Tier 3,50.3,12.2,2.24,0.0
SUP-1000,APAC,Tier 2,54.3,7.1,5.73,10.56
SUP-1001,NAM,Tier 2,55.6,17.5,6.73,8.8
SUP-1002,EMEA,Tier 2,36.4,34.7,1.55,0.0
SUP-1003,NAM,Tier 2,76.6,58.9,4.86,0.0
SUP-1004,APAC,Tier 2,64.1,9.4,4.39,7.89
SUP-1005,APAC,Tier 3,28.9,6.9,7.18,38.39
SUP-1006,LATAM,Tier 1,90.3,8.5,1.97,0.0
SUP-1007,APAC,Tier 3,25.5,6.5,5.71,31.24
SUP-1008,NAM,Tier 2,33.8,53.1,5.61,7.74
SUP-1009,LATAM,Tier 3,48.0,6.6,1.21,0.0
SUP-1010,APAC,Tier 1,78.0,19.0,5.68,0.0
SUP-1011,APAC,Tier 3,34.2,16.4,4.45,16.62
SUP-1012,EMEA,Tier 2,44.4,12.8,5.09,10.68
SUP-1013,LATAM,Tier 2,54.2,13.9,5.07,3.23
SUP-1014,APAC,Tier 3,42.3,18.5,6.81,23.45
SUP-1015,NAM,Tier 1,63.7,25.6,5.38,0.0
SUP-1016,LATAM,Tier 2,60.1,9.5,4.88,3.59
SUP-1017,NAM,Tier 2,40.7,53.3,1.3,2.16
SUP-1018,LATAM,Tier 1,74.8,24.1,2.19,0.0
SUP-1019,EMEA,Tier 3,37.8,25.3,2.54,0.67
SUP-1020,APAC,Tier 1,69.5,12.6,6.82,4.34
SUP-1021,APAC,Tier 3,68.8,45.4,4.85,10.07
SUP-1022,APAC,Tier 3,39.4,47.8,4.5,3.01
SUP-1023,NAM,Tier 3,25.6,13.9,7.92,34.77
SUP-1024,EMEA,Tier 3,20.0,66.5,5.29,11.06
SUP-1025,NAM,Tier 3,59.5,14.0,3.24,10.87
SUP-1026,NAM,Tier 3,43.1,20.8,2.7,10.1
SUP-1027,EMEA,Tier 3,38.9,5.8,4.13,3.8
SUP-1028,LATAM,Tier 3,37.7,16.2,6.68,23.72
SUP-1029,NAM,Tier 3,43.4,10.5,3.55,6.38
SUP-1030,LATAM,Tier 3,54.6,13.5,5.52,16.28
SUP-1031,NAM,Tier 3,46.7,34.1,1.52,0.0
SUP-1032,APAC,Tier 1,58.8,10.8,4.18,0.0
SUP-1033,NAM,Tier 2,67.9,45.1,3.64,0.0
SUP-1034,APAC,Tier 3,64.7,69.2,5.92,18.79
SUP-1035,APAC,Tier 1,89.5,88.1,3.39,0.0
SUP-1036,EMEA,Tier 2,80.3,16.8,7.14,0.48
SUP-1037,APAC,Tier 2,65.9,26.8,4.52,9.68
SUP-1038,EMEA,Tier 1,67.4,31.2,5.08,0.0
SUP-1039,APAC,Tier 3,44.5,18.2,3.41,9.64
SUP-1040,EMEA,Tier 2,55.5,27.6,5.18,0.73
SUP-1041,EMEA,Tier 1,75.1,18.8,3.11,0.0
SUP-1042,APAC,Tier 2,45.0,19.0,5.89,17.72
SUP-1043,EMEA,Tier 3,25.9,31.8,6.14,17.46
SUP-1044,APAC,Tier 2,72.8,12.4,8.58,22.06
SUP-1045,NAM,Tier 2,62.5,23.0,4.82,0.0
SUP-1046,NAM,Tier 2,56.7,11.1,4.92,6.58
SUP-1047,APAC,Tier 3,40.1,55.1,2.96,4.56
SUP-1048,APAC,Tier 3,54.9,52.6,9.03,38.89
SUP-1049,LATAM,Tier 2,39.3,18.2,4.66,9.84
SUP-1050,APAC,Tier 3,40.2,27.3,1.94,1.32
SUP-1051,EMEA,Tier 3,26.2,24.7,2.18,5.78
SUP-1052,LATAM,Tier 1,58.9,59.2,6.73,8.52
SUP-1053,NAM,Tier 2,67.4,24.2,3.32,0.0
SUP-1054,LATAM,Tier 3,56.8,19.6,3.88,0.0
SUP-1055,APAC,Tier 3,39.0,15.6,8.4,46.16
SUP-1056,EMEA,Tier 1,68.0,11.1,6.06,0.0
SUP-1057,LATAM,Tier 2,30.7,32.7,4.89,9.37
SUP-1058,LATAM,Tier 3,45.1,10.3,2.04,8.62
SUP-1059,EMEA,Tier 2,48.3,56.1,0.34,0.0
SUP-1060,APAC,Tier 3,35.4,19.1,10.0,54.09
SUP-1061,APAC,Tier 1,63.0,34.1,3.6,0.0
SUP-1062,APAC,Tier 1,61.5,14.7,2.51,0.0
SUP-1063,NAM,Tier 2,76.4,19.2,4.66,0.0
SUP-1064,APAC,Tier 3,39.0,50.1,4.01,12.41
SUP-1065,APAC,Tier 1,69.6,20.7,4.81,0.0
SUP-1066,EMEA,Tier 3,33.4,39.2,7.6,15.9
SUP-1067,NAM,Tier 3,49.0,44.7,4.79,6.71
SUP-1068,LATAM,Tier 3,51.8,12.7,4.48,10.21
SUP-1069,NAM,Tier 3,46.1,16.8,2.47,0.0
SUP-1070,EMEA,Tier 1,63.3,18.3,1.37,0.0
SUP-1071,LATAM,Tier 3,28.4,5.5,7.05,34.99
SUP-1072,APAC,Tier 1,78.7,21.9,8.32,0.0
SUP-1073,APAC,Tier 2,62.8,11.7,4.73,7.32
SUP-1074,NAM,Tier 2,54.3,14.1,1.53,0.0
SUP-1075,APAC,Tier 2,60.1,48.7,4.46,7.75
SUP-1076,EMEA,Tier 1,70.4,12.2,4.83,0.0
SUP-1077,LATAM,Tier 1,67.2,26.3,6.25,0.78
SUP-1078,NAM,Tier 2,83.3,6.4,3.67,0.0
SUP-1079,EMEA,Tier 1,60.8,22.0,4.7,0.0
SUP-1080,LATAM,Tier 2,36.5,6.0,3.63,13.36
SUP-1081,APAC,Tier 3,25.9,15.1,5.29,36.58
SUP-1082,APAC,Tier 2,30.6,29.5,0.49,0.0
SUP-1083,NAM,Tier 2,61.6,20.7,5.02,0.0
SUP-1084,LATAM,Tier 3,49.4,29.4,4.52,22.49
SUP-1085,EMEA,Tier 2,22.4,14.3,9.21,26.53
SUP-1086,NAM,Tier 3,61.5,7.1,6.88,12.97
SUP-1087,NAM,Tier 2,58.9,15.3,2.37,0.0
SUP-1088,APAC,Tier 1,70.5,28.3,6.04,0.0
SUP-1089,LATAM,Tier 2,50.8,16.0,4.78,8.9
SUP-1090,EMEA,Tier 2,51.5,8.5,3.56,2.0
SUP-1091,NAM,Tier 1,80.0,28.5,0.19,0.0
SUP-1092,APAC,Tier 2,60.4,16.0,3.11,0.0
SUP-1093,EMEA,Tier 2,49.7,20.7,1.96,0.0
SUP-1094,NAM,Tier 3,54.2,14.9,2.04,0.0
SUP-1095,APAC,Tier 1,33.1,12.4,7.99,25.24
SUP-1096,APAC,Tier 2,46.5,5.5,4.3,9.21
SUP-1097,NAM,Tier 2,58.3,7.7,2.73,0.0
SUP-1098,NAM,Tier 3,64.1,21.3,2.04,0.0
SUP-1099,NAM,Tier 2,36.0,16.5,5.34,3.83
SUP-1100,LATAM,Tier 3,22.8,10.1,8.34,43.74
SUP-1101,APAC,Tier 3,20.0,14.2,2.7,5.67
SUP-1102,EMEA,Tier 3,21.4,39.1,5.96,8.8
SUP-1103,APAC,Tier 3,49.7,5.3,5.2,25.66
SUP-1104,APAC,Tier 1,67.4,15.3,0.0,0.0
SUP-1105,LATAM,Tier 3,71.6,38.0,4.53,1.38
SUP-1106,APAC,Tier 3,54.7,20.7,3.3,6.67
SUP-1107,LATAM,Tier 2,39.1,12.9,6.34,20.28
SUP-1108,EMEA,Tier 3,62.7,11.7,4.61,8.66
SUP-1109,NAM,Tier 2,44.8,19.1,7.35,17.85
SUP-1110,APAC,Tier 3,63.7,25.5,9.96,40.87
SUP-1111,NAM,Tier 2,52.0,18.9,4.99,9.19
SUP-1112,EMEA,Tier 2,30.0,9.3,0.81,0.0
SUP-1113,LATAM,Tier 1,60.3,6.0,3.57,1.05
SUP-1114,EMEA,Tier 3,43.2,26.7,5.01,22.27
SUP-1115,APAC,Tier 1,61.1,19.2,8.24,11.46
SUP-1116,EMEA,Tier 3,50.1,18.9,2.62,0.0
SUP-1117,APAC,Tier 1,64.3,32.4,8.81,13.87
SUP-1118,LATAM,Tier 3,30.0,5.0,8.25,42.86
SUP-1119,EMEA,Tier 2,39.5,31.2,2.21,0.0
SUP-1120,NAM,Tier 3,53.1,7.5,4.61,14.26
SUP-1121,NAM,Tier 3,26.7,51.9,6.31,16.31
SUP-1122,NAM,Tier 3,28.3,12.5,2.74,0.45
SUP-1123,APAC,Tier 2,46.3,32.3,5.38,14.8
SUP-1124,LATAM,Tier 3,52.2,19.4,3.28,9.66
SUP-1125,APAC,Tier 3,49.6,32.8,10.0,45.23
SUP-1126,APAC,Tier 3,40.2,12.9,5.73,22.7
SUP-1127,NAM,Tier 2,57.3,13.1,0.73,0.0
SUP-1128,NAM,Tier 3,23.6,12.7,4.14,11.99
SUP-1129,NAM,Tier 1,72.3,38.5,5.64,0.0
SUP-1130,EMEA,Tier 3,78.0,5.8,3.09,0.84
SUP-1131,APAC,Tier 2,63.5,11.5,8.25,27.43
SUP-1132,LATAM,Tier 2,60.1,47.9,8.0,27.01
SUP-1133,APAC,Tier 3,86.8,71.9,5.6,11.51
SUP-1134,EMEA,Tier 2,57.7,32.5,3.25,0.0
SUP-1135,EMEA,Tier 1,53.6,47.6,4.95,0.0
SUP-1136,LATAM,Tier 3,70.6,13.4,3.46,5.49
SUP-1137,APAC,Tier 1,89.2,5.6,8.6,6.67
SUP-1138,APAC,Tier 3,43.6,10.4,4.83,15.54
SUP-1139,LATAM,Tier 2,53.6,56.1,5.53,8.82
SUP-1140,APAC,Tier 3,42.6,59.3,3.76,18.63
SUP-1141,NAM,Tier 1,100.0,38.2,4.47,0.0
SUP-1142,LATAM,Tier 2,46.2,23.5,5.46,15.01
SUP-1143,APAC,Tier 2,44.1,23.3,6.57,15.65
SUP-1144,APAC,Tier 3,52.2,7.7,3.75,2.97
SUP-1145,EMEA,Tier 2,48.2,47.7,3.57,0.0
SUP-1146,EMEA,Tier 1,93.0,26.5,2.24,0.0
SUP-1147,APAC,Tier 1,82.4,30.4,9.24,7.01
SUP-1148,NAM,Tier 2,71.3,50.5,2.86,0.0
SUP-1149,NAM,Tier 3,62.4,5.3,3.97,7.46
SUP-1150,APAC,Tier 3,46.0,20.9,4.76,15.33
SUP-1151,EMEA,Tier 3,23.5,5.0,2.25,2.79
SUP-1152,NAM,Tier 1,80.9,10.9,4.9,0.0
SUP-1153,APAC,Tier 2,49.4,61.4,5.79,16.81
SUP-1154,APAC,Tier 2,78.7,17.0,4.28,2.46
SUP-1155,NAM,Tier 2,26.2,15.7,4.67,10.63
SUP-1156,NAM,Tier 2,78.9,14.7,5.75,1.09
SUP-1157,APAC,Tier 1,85.8,17.5,6.33,3.28
SUP-1158,EMEA,Tier 2,71.2,36.2,1.65,0.0
SUP-1159,APAC,Tier 2,26.6,10.3,4.9,16.32
SUP-1160,NAM,Tier 1,61.7,13.9,1.81,0.0
SUP-1161,APAC,Tier 3,59.6,14.8,4.7,13.93
SUP-1162,NAM,Tier 2,69.8,7.2,4.25,0.0
SUP-1163,APAC,Tier 2,63.4,15.2,5.52,3.42
SUP-1164,EMEA,Tier 2,73.0,29.5,3.74,0.0
SUP-1165,LATAM,Tier 3,44.0,10.0,6.66,25.31
SUP-1166,NAM,Tier 3,49.4,15.0,3.27,8.75
SUP-1167,APAC,Tier 2,54.7,6.0,3.99,7.84
SUP-1168,NAM,Tier 2,75.0,8.9,5.86,5.6
SUP-1169,LATAM,Tier 3,38.3,8.7,6.07,30.21
SUP-1170,APAC,Tier 2,46.5,19.3,4.78,1.69
SUP-1171,APAC,Tier 2,71.4,25.5,3.49,0.0
SUP-1172,EMEA,Tier 3,42.6,65.0,4.42,8.06
SUP-1173,NAM,Tier 3,35.4,20.1,5.93,22.18
SUP-1174,NAM,Tier 1,64.6,7.8,5.48,10.27
SUP-1175,NAM,Tier 2,43.5,5.7,5.82,11.13
SUP-1176,LATAM,Tier 3,26.9,56.0,5.11,26.02
SUP-1177,EMEA,Tier 2,68.5,9.7,1.72,0.0
SUP-1178,APAC,Tier 3,41.4,36.4,8.43,41.76
SUP-1179,NAM,Tier 2,69.8,12.6,3.31,0.0
SUP-1180,NAM,Tier 2,69.4,7.0,6.26,6.29
SUP-1181,APAC,Tier 3,56.7,11.0,5.36,18.69
SUP-1182,EMEA,Tier 2,36.4,27.6,5.02,7.36
SUP-1183,EMEA,Tier 2,78.2,49.9,6.27,0.0
SUP-1184,EMEA,Tier 2,47.6,40.0,0.97,0.0
SUP-1185,EMEA,Tier 2,31.8,25.6,2.91,1.06
SUP-1186,EMEA,Tier 1,80.4,13.5,2.91,0.0
SUP-1187,NAM,Tier 3,72.1,5.6,3.71,0.0
SUP-1188,LATAM,Tier 3,38.5,13.2,7.55,34.25
SUP-1189,APAC,Tier 3,21.2,10.9,1.35,3.97
SUP-1190,APAC,Tier 3,20.0,31.4,2.5,15.26
SUP-1191,NAM,Tier 3,52.6,22.6,3.51,0.0
SUP-1192,APAC,Tier 1,66.1,28.0,5.12,0.61
SUP-1193,EMEA,Tier 1,72.1,48.1,3.46,0.0
SUP-1194,APAC,Tier 3,58.6,6.7,5.64,18.89
SUP-1195,APAC,Tier 3,24.9,93.9,4.47,18.83
SUP-1196,EMEA,Tier 3,44.6,32.1,0.96,0.0
SUP-1197,APAC,Tier 3,68.5,26.8,2.32,0.0
SUP-1198,EMEA,Tier 2,56.8,11.8,1.23,0.0
SUP-1199,EMEA,Tier 2,59.4,5.0,3.07,0.0
SUP-1200,EMEA,Tier 3,43.8,27.9,4.41,7.59
SUP-1201,LATAM,Tier 2,45.4,11.8,5.73,11.57
SUP-1202,EMEA,Tier 2,62.4,12.7,3.34,0.0
SUP-1203,EMEA,Tier 1,45.3,62.3,2.7,0.0
SUP-1204,EMEA,Tier 2,75.3,70.8,2.87,0.0
SUP-1205,APAC,Tier 2,39.8,14.0,5.77,16.12
SUP-1206,APAC,Tier 1,77.6,18.3,6.56,5.33
SUP-1207,APAC,Tier 2,34.1,31.2,3.97,7.49
SUP-1208,NAM,Tier 3,20.0,46.3,4.67,8.76
SUP-1209,NAM,Tier 2,39.4,12.6,1.64,2.33
SUP-1210,APAC,Tier 1,64.3,60.3,2.96,0.0
SUP-1211,APAC,Tier 1,53.0,6.2,3.8,0.0
SUP-1212,NAM,Tier 3,45.6,14.5,3.37,19.49
SUP-1213,APAC,Tier 2,59.5,31.4,5.01,8.44
SUP-1214,NAM,Tier 3,55.4,13.9,0.0,0.0
SUP-1215,APAC,Tier 2,40.1,17.0,6.3,26.42
SUP-1216,NAM,Tier 2,69.4,24.8,5.33,2.91
SUP-1217,EMEA,Tier 1,58.3,15.6,6.25,0.0
SUP-1218,NAM,Tier 3,61.0,10.8,3.48,1.75
SUP-1219,EMEA,Tier 1,73.1,9.1,1.35,0.0
SUP-1220,EMEA,Tier 3,33.6,6.4,3.19,11.0
SUP-1221,EMEA,Tier 2,93.1,16.0,3.1,0.0
SUP-1222,APAC,Tier 3,39.5,22.7,7.11,32.06
SUP-1223,NAM,Tier 1,87.5,19.3,5.16,0.0
SUP-1224,EMEA,Tier 3,34.7,29.7,5.44,12.85
SUP-1225,APAC,Tier 2,47.6,19.2,2.0,0.0
SUP-1226,NAM,Tier 3,21.3,45.3,2.36,8.86
SUP-1227,APAC,Tier 1,76.4,28.8,4.94,0.0
SUP-1228,NAM,Tier 3,43.4,32.3,6.22,23.91
SUP-1229,APAC,Tier 3,52.2,17.4,5.46,23.3
SUP-1230,APAC,Tier 3,48.3,9.0,8.08,40.05
SUP-1231,EMEA,Tier 3,44.5,5.7,8.09,24.19
SUP-1232,EMEA,Tier 1,72.4,9.4,6.11,0.0
SUP-1233,APAC,Tier 1,55.5,8.5,4.92,4.19
SUP-1234,NAM,Tier 2,78.9,16.9,4.21,0.0
SUP-1235,NAM,Tier 1,89.0,16.5,6.94,0.0
SUP-1236,APAC,Tier 2,47.4,22.1,4.28,10.48
SUP-1237,NAM,Tier 3,20.0,43.3,3.88,4.83
SUP-1238,LATAM,Tier 2,42.9,23.6,5.38,17.66
SUP-1239,EMEA,Tier 3,55.3,17.0,5.33,9.82
SUP-1240,APAC,Tier 2,33.4,5.1,5.05,17.73
SUP-1241,APAC,Tier 2,30.7,83.9,4.19,0.14
SUP-1242,NAM,Tier 1,75.6,33.6,6.91,0.0
SUP-1243,APAC,Tier 2,38.0,5.2,4.71,10.68
SUP-1244,NAM,Tier 3,33.6,9.4,3.21,5.25
SUP-1245,LATAM,Tier 3,47.0,10.7,4.21,13.25
SUP-1246,EMEA,Tier 2,42.2,26.2,2.46,0.0
SUP-1247,EMEA,Tier 3,40.1,44.1,4.31,6.46
SUP-1248,EMEA,Tier 1,61.8,63.0,7.43,1.64
SUP-1249,APAC,Tier 3,30.8,13.0,7.17,33.7
SUP-1250,LATAM,Tier 2,68.0,12.0,0.0,0.0
